t_s,v_out
21.45949,0.2
21.45949001,-0.2
21.45949002,0.2
21.459490029999998,-0.2
21.45949004,0.2
21.45949005,-0.2
21.45949006,-0.2
21.459490069999998,0.2
21.45949008,-0.2
21.45949009,0.2
21.4594901,0.2
21.459490109999997,-0.2
21.459490119999998,0.2
21.45949013,-0.2
21.45949014,-0.2
21.45949015,0.2
21.459490159999998,0.2
21.45949017,-0.2
21.45949018,0.0
21.45949019,0.4
21.459490199999998,0.2
21.45949021,0.0
21.45949022,0.2
21.45949023,0.0
21.459490239999997,0.0
21.459490249999998,0.4
21.45949026,0.0
21.45949027,0.4
21.459490279999997,0.2
21.459490289999998,0.4
21.4594903,0.2
21.45949031,0.4
21.45949032,0.2
21.459490329999998,0.6000000000000001
21.45949034,0.2
21.45949035,0.6000000000000001
21.45949036,0.6000000000000001
21.459490369999997,0.2
21.45949038,0.6000000000000001
21.45949039,0.4
21.4594904,0.6000000000000001
21.459490409999997,0.4
21.459490419999998,0.6000000000000001
21.45949043,0.4
21.45949044,0.4
21.45949045,0.6000000000000001
21.459490459999998,0.4
21.45949047,0.8
21.45949048,0.6000000000000001
21.45949049,0.4
21.459490499999998,0.8
21.45949051,0.4
21.45949052,0.4
21.45949053,0.8
21.459490539999997,0.6000000000000001
21.459490549999998,0.4
21.45949056,0.4
21.45949057,0.8
21.459490579999997,0.8
21.459490589999998,0.4
21.4594906,0.4
21.45949061,0.8
21.45949062,0.6000000000000001
21.459490629999998,0.4
21.45949064,0.4
21.45949065,0.8
21.45949066,0.6000000000000001
21.459490669999997,0.4
21.45949068,0.6000000000000001
21.45949069,0.4
21.4594907,0.4
21.459490709999997,0.6000000000000001
21.459490719999998,0.6000000000000001
21.45949073,0.2
21.45949074,0.6000000000000001
21.45949075,0.2
21.459490759999998,0.2
21.45949077,0.6000000000000001
21.45949078,0.4
21.45949079,0.2
21.459490799999998,0.2
21.45949081,0.4
21.45949082,0.2
21.45949083,0.4
21.459490839999997,0.0
21.459490849999998,0.4
21.45949086,0.0
21.45949087,0.4
21.45949088,0.0
21.459490889999998,0.4
21.4594909,0.2
21.45949091,0.0
21.45949092,0.0
21.459490929999998,0.2
21.45949094,0.0
21.45949095,0.2
21.45949096,0.2
21.459490969999997,-0.2
21.459490979999998,-0.2
21.45949099,0.2
21.459491,-0.2
21.459491009999997,0.2
21.459491019999998,0.2
21.45949103,-0.2
21.45949104,-0.2
21.45949105,0.2
21.459491059999998,-0.2
21.45949107,0.2
21.45949108,-0.2
21.45949109,0.2
21.459491099999997,-0.2
21.45949111,0.2
21.45949112,0.2
21.45949113,-0.2
21.459491139999997,0.2
21.459491149999998,-0.2
21.45949116,0.0
21.45949117,0.2
21.45949118,0.2
21.459491189999998,0.0
21.4594912,0.2
21.45949121,-0.2
21.45949122,0.0
21.459491229999998,0.4
21.45949124,0.0
21.45949125,0.4
21.45949126,0.4
21.459491269999997,0.0
21.459491279999998,0.4
21.45949129,0.2
21.4594913,0.4
21.459491309999997,0.2
21.459491319999998,0.2
21.45949133,0.4
21.45949134,0.2
21.45949135,0.6000000000000001
21.459491359999998,0.6000000000000001
21.45949137,0.2
21.45949138,0.4
21.45949139,0.6000000000000001
21.459491399999997,0.4
21.45949141,0.6000000000000001
21.45949142,0.6000000000000001
21.45949143,0.4
21.459491439999997,0.6000000000000001
21.459491449999998,0.4
21.45949146,0.4
21.45949147,0.8
21.45949148,0.4
21.459491489999998,0.8
21.4594915,0.4
21.45949151,0.8
21.45949152,0.4
21.459491529999998,0.8
21.45949154,0.4
21.45949155,0.8
21.45949156,0.6000000000000001
21.459491569999997,0.4
21.459491579999998,0.4
21.45949159,0.8
21.4594916,0.4
21.45949161,0.8
21.459491619999998,0.6000000000000001
21.45949163,0.4
21.45949164,0.6000000000000001
21.45949165,0.4
21.459491659999998,0.6000000000000001
21.45949167,0.4
21.45949168,0.4
21.45949169,0.6000000000000001
21.459491699999997,0.6000000000000001
21.459491709999998,0.2
21.45949172,0.6000000000000001
21.45949173,0.2
21.459491739999997,0.6000000000000001
21.459491749999998,0.2
21.45949176,0.2
21.45949177,0.6000000000000001
21.45949178,0.4
21.459491789999998,0.2
21.4594918,0.2
21.45949181,0.4
21.45949182,0.4
21.459491829999997,0.0
21.45949184,0.4
21.45949185,0.0
21.45949186,0.0
